ParentEduc,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore,Overall_Score,Grades,Gender_male,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_completed,TestPrep_none,ParentMaritalStatus_divorced,ParentMaritalStatus_married,ParentMaritalStatus_single,ParentMaritalStatus_widowed,TransportMeans_private,TransportMeans_school_bus
1,3,1,3,0,65,54,52,57.0,4,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
5,3,2,2,0,59,56,54,56.33,4,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5,1,1,3,0,75,87,88,83.33,1,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True
3,2,1,7,1,52,50,48,50.0,4,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,2,2,1,0,56,65,68,63.0,3,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
3,3,1,3,1,85,93,97,91.67,0,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
6,2,2,3,1,45,54,58,52.33,4,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
3,3,1,2,0,80,89,84,84.33,1,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
2,2,1,2,1,47,47,51,48.33,4,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True
2,3,2,2,2,81,87,71,79.67,2,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True
5,3,2,0,1,53,57,49,53.0,4,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False
1,3,2,5,0,52,50,44,48.67,4,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False
0,2,2,2,1,44,58,60,54.0,4,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
5,2,2,2,2,58,73,73,68.0,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
5,3,1,3,0,54,59,63,58.67,4,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True
5,1,1,2,0,64,58,51,57.67,4,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
3,3,2,3,0,46,57,60,54.33,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
6,3,2,3,0,64,76,75,71.67,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1,2,2,3,0,86,94,94,91.33,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
6,2,1,4,0,77,68,64,69.67,3,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True
4,3,1,2,2,75,61,66,67.33,3,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
6,3,2,5,0,50,79,71,66.67,3,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
5,3,2,3,0,68,52,53,57.67,4,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True
3,1,2,2,1,51,48,44,47.67,4,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True
4,2,2,1,0,79,86,91,85.33,1,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
1,3,2,2,1,87,77,78,80.67,1,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,1,1,2,2,40,51,47,46.0,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
2,1,1,3,3,80,75,75,76.67,2,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
5,2,2,0,0,62,59,60,60.33,3,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
1,3,2,7,1,68,64,60,64.0,3,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False
3,3,2,2,1,73,82,78,77.67,2,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
1,3,1,4,0,52,68,68,62.67,3,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
1,3,2,3,3,87,88,92,89.0,1,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False
3,2,2,3,0,69,75,69,71.0,2,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False
6,1,2,2,0,45,48,46,46.33,4,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2,3,2,0,1,67,82,82,77.0,2,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
1,1,2,2,1,47,50,53,50.0,4,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
5,1,2,4,0,70,79,76,75.0,2,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
2,3,1,1,2,91,95,89,91.67,0,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False
3,2,2,1,0,33,49,49,43.67,4,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
6,2,2,3,3,78,82,82,80.67,1,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
0,3,2,4,2,92,92,93,92.33,0,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True
6,3,2,4,2,76,81,72,76.33,2,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
1,3,1,3,0,82,78,78,79.33,2,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True
3,3,2,3,2,69,71,64,68.0,3,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False
1,3,1,4,2,65,64,77,68.67,3,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
3,2,2,1,0,67,71,68,68.67,3,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True
4,3,2,1,2,100,100,98,99.33,0,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False
6,3,2,2,1,60,63,57,60.0,3,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False
5,3,2,4,1,62,56,53,57.0,4,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,3,2,5,0,75,62,63,66.67,3,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
1,2,2,1,0,66,70,64,66.67,3,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
6,2,2,3,3,72,86,90,82.67,1,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
3,3,1,2,0,40,49,48,45.67,4,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
3,3,1,3,0,79,86,83,82.67,1,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
4,2,2,1,0,80,90,88,86.0,1,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True
1,2,1,1,0,52,66,68,62.0,3,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False
2,2,1,1,0,70,65,70,68.33,3,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False
4,3,2,0,2,95,88,88,90.33,0,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
5,2,2,7,3,63,54,58,58.33,4,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False
6,3,1,4,0,54,56,50,53.33,4,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
2,2,1,3,3,41,64,61,55.33,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
0,2,1,2,2,57,63,65,61.67,3,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0,2,2,3,0,52,48,45,48.33,4,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
3,3,2,4,1,50,57,53,53.33,4,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
3,2,1,1,0,61,65,53,59.67,4,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
3,1,2,5,0,41,54,47,47.33,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
6,2,2,0,1,83,88,81,84.0,1,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
3,3,2,2,3,66,68,58,64.0,3,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
6,3,2,1,0,37,45,47,43.0,4,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
5,0,1,2,1,68,67,60,65.0,3,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
2,3,2,3,0,77,63,63,67.67,3,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
1,2,2,3,0,61,66,64,63.67,3,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
5,3,2,2,0,83,82,76,80.33,1,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
6,3,1,1,2,86,92,82,86.67,1,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False
2,3,1,2,0,88,90,85,87.67,1,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
3,2,2,2,2,79,74,73,75.33,2,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
2,3,1,2,0,85,76,74,78.33,2,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
1,2,2,1,2,97,98,97,97.33,0,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False
3,3,2,2,0,64,77,72,71.0,2,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
4,1,2,7,2,59,72,68,66.33,3,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
5,3,2,1,1,69,68,61,66.0,3,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
5,2,2,1,0,58,51,57,55.33,4,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False
2,3,2,0,1,90,77,80,82.33,1,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False
3,3,1,2,0,49,55,60,54.67,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1,3,2,7,0,81,87,88,85.33,1,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
2,1,1,3,0,78,79,80,79.0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
5,3,2,1,2,62,59,65,62.0,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
6,2,0,4,1,48,58,62,56.0,4,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
0,2,2,1,2,74,62,64,66.67,3,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True
1,3,2,0,3,71,82,77,76.67,2,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
2,2,1,2,1,77,90,91,86.0,1,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
4,3,2,1,0,76,85,85,82.0,1,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True
6,2,2,1,0,95,86,80,87.0,1,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,1,2,0,0,67,64,56,62.33,3,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
5,3,1,2,1,63,75,66,68.0,3,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
6,2,1,2,2,74,65,60,66.33,3,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True
3,1,1,4,0,49,45,45,46.33,4,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
6,1,2,3,1,52,63,51,55.33,4,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
5,3,2,4,1,53,60,56,56.33,4,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True
2,2,2,3,0,79,70,70,73.0,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
6,3,2,5,1,62,68,66,65.33,3,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
1,2,2,2,0,87,84,94,88.33,1,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
0,2,2,0,0,83,94,96,91.0,0,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True
3,3,2,3,1,42,61,64,55.67,4,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True
1,3,1,1,2,91,91,87,89.67,1,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
3,2,2,7,1,92,78,78,82.67,1,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False
5,2,2,0,2,92,89,90,90.33,0,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True
1,3,1,2,0,63,65,60,62.67,3,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True
3,3,2,2,2,46,43,43,44.0,4,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
6,2,1,2,0,47,64,54,55.0,4,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
0,3,2,1,0,64,69,72,68.33,3,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
3,3,1,5,2,82,81,73,78.67,2,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
0,3,2,6,0,36,50,46,44.0,4,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
5,2,2,5,0,48,64,62,58.0,4,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
5,3,1,1,0,64,64,63,63.67,3,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
5,3,2,1,1,78,91,87,85.33,1,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
5,3,2,2,0,74,76,76,75.33,2,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
6,2,2,4,3,90,93,99,94.0,0,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
1,2,1,2,3,49,64,69,60.67,3,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
5,2,2,3,0,61,73,73,69.0,3,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
1,2,2,3,1,61,69,77,69.0,3,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
1,3,2,3,0,62,71,70,67.67,3,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
5,2,2,1,0,57,56,55,56.0,4,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1,2,2,0,0,62,55,59,58.67,4,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False
0,1,2,1,2,83,76,75,78.0,2,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1,2,1,1,0,55,61,64,60.0,3,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
6,2,2,3,1,75,72,71,72.67,2,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True
1,3,1,1,0,49,34,34,39.0,4,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True
5,3,2,0,0,53,60,65,59.33,4,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
1,2,2,4,0,79,78,72,76.33,2,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
5,2,2,1,0,52,63,63,59.33,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
6,3,2,4,0,52,50,42,48.0,4,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,2,2,1,0,52,45,45,47.33,4,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
5,3,1,4,1,80,88,88,85.33,1,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True
6,3,1,1,2,88,78,74,80.0,1,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True
2,3,2,1,3,91,86,82,86.33,1,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False
6,3,1,1,1,56,64,53,57.67,4,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
6,3,2,2,0,80,77,73,76.67,2,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
5,2,2,1,0,56,71,71,66.0,3,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
2,2,2,3,1,51,55,60,55.33,4,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
4,2,2,5,2,100,89,88,92.33,0,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False
2,3,2,1,1,80,72,73,75.0,2,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True
6,3,2,2,2,85,78,74,79.0,2,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True
5,3,2,1,2,75,74,60,69.67,3,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
2,3,0,1,0,65,64,62,63.67,3,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True
5,2,2,3,1,81,72,74,75.67,2,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
2,3,2,2,3,84,83,91,86.0,1,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True
1,1,2,4,0,49,59,55,54.33,4,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
1,3,2,2,2,55,58,60,57.67,4,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
0,2,1,2,2,77,63,62,67.33,3,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True
5,3,2,4,0,73,61,62,65.33,3,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False
4,3,2,1,0,79,82,82,81.0,1,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
3,1,2,4,0,60,55,56,57.0,4,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
5,3,1,1,1,31,36,37,34.67,4,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
3,2,2,3,2,75,65,64,68.0,3,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
6,3,1,3,2,66,64,62,64.0,3,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True
3,3,1,1,0,69,72,69,70.0,2,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False
3,3,1,5,1,73,57,46,58.67,4,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
3,3,0,1,1,87,75,76,79.33,2,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
1,3,0,3,2,69,66,68,67.67,3,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
3,2,2,3,2,55,47,52,51.33,4,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True
5,2,2,2,0,65,69,66,66.67,3,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
3,3,2,2,1,77,66,68,70.33,2,True,False,False,False,True,False,True,True,False,True,False,False,False,True,False
3,2,2,5,0,47,72,72,63.67,3,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
3,1,2,0,0,75,80,78,77.67,2,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False
1,3,2,3,0,66,79,86,77.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
5,1,2,6,1,45,39,39,41.0,4,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False
0,3,2,4,0,71,82,79,77.33,2,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
6,2,2,1,0,55,63,67,61.67,3,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
4,3,1,2,2,86,76,78,80.0,1,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True
5,3,2,2,0,53,66,65,61.33,3,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
6,1,2,4,0,70,84,83,79.0,2,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
1,2,2,2,2,53,69,69,63.67,3,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
3,3,1,5,1,90,91,89,90.0,0,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False
2,1,2,5,0,49,40,38,42.33,4,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,3,1,4,0,67,60,58,61.67,3,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
3,3,2,4,1,55,76,71,67.33,3,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
3,1,2,3,3,74,63,62,66.33,3,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True
5,3,2,4,1,39,52,47,46.0,4,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
0,3,1,2,1,65,61,55,60.33,3,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False
6,1,2,3,0,66,64,61,63.67,3,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True
6,3,0,3,0,63,78,73,71.33,2,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True
5,3,2,3,1,86,88,83,85.67,1,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
5,2,1,1,0,71,83,88,80.67,1,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True
1,1,2,5,0,81,98,97,92.0,0,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
1,3,2,1,2,64,59,54,59.0,4,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False
5,2,2,1,0,69,83,86,79.33,2,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
1,2,2,0,0,58,74,77,69.67,3,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
6,3,1,1,2,44,66,60,56.67,4,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
6,2,1,3,2,85,100,99,94.67,0,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False
0,2,1,1,2,76,87,86,83.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
5,1,1,3,0,63,68,69,66.67,3,True,False,False,False,True,False,True,True,False,True,False,False,False,True,False
1,3,1,2,1,85,86,87,86.0,1,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
2,3,2,5,2,78,89,92,86.33,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
1,1,1,1,0,61,63,63,62.33,3,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True
6,3,2,4,0,82,89,94,88.33,1,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
1,3,1,2,0,63,61,58,60.67,3,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False
2,3,2,2,0,76,90,92,86.0,1,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
3,3,2,5,2,67,73,77,72.33,2,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
3,3,2,3,0,57,58,50,55.0,4,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
3,0,2,0,1,56,50,53,53.0,4,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False
1,2,2,7,0,61,71,69,67.0,3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
5,2,1,2,1,70,59,64,64.33,3,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False
2,3,2,3,1,80,84,87,83.67,1,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
4,3,1,1,2,70,83,88,80.33,1,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False
3,3,2,3,0,64,54,54,57.33,4,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
4,1,1,2,0,77,77,74,76.0,2,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
2,1,2,1,0,89,78,82,83.0,1,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
3,2,2,5,0,86,86,84,85.33,1,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False
1,1,2,2,0,38,37,38,37.67,4,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
6,2,2,1,0,66,71,74,70.33,2,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
3,2,1,2,0,57,76,75,69.33,3,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
1,3,2,1,1,65,62,54,60.33,3,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
6,3,1,2,0,41,50,45,45.33,4,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
0,3,1,1,0,84,100,100,94.67,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1,2,2,0,0,78,73,79,76.67,2,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
5,3,2,0,1,56,65,63,61.33,3,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False
1,2,2,3,0,92,85,86,87.67,1,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True
0,3,2,0,0,80,57,64,67.0,3,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False
1,2,2,2,0,78,75,76,76.33,2,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
3,3,2,3,0,54,72,63,63.0,3,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
3,3,2,3,0,72,66,62,66.67,3,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
3,2,1,4,1,79,74,72,75.0,2,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
5,1,2,2,1,80,90,90,86.67,1,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
5,2,2,5,0,62,73,71,68.67,3,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,1,1,2,0,70,80,82,77.33,2,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True
5,3,2,3,0,63,75,71,69.67,3,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
1,3,2,0,1,71,76,78,75.0,2,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0,3,2,2,0,52,59,61,57.33,4,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
5,1,2,3,2,71,79,84,78.0,2,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
5,1,2,3,0,70,83,79,77.33,2,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
6,2,2,1,1,65,70,62,65.67,3,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False
1,3,2,1,0,44,50,42,45.33,4,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1,3,1,1,1,36,49,49,44.67,4,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
5,2,2,4,0,61,64,73,66.0,3,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True
6,3,2,2,2,95,86,85,88.67,1,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False
1,3,2,0,2,58,49,47,51.33,4,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False
5,2,0,2,0,70,61,68,66.33,3,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
6,2,1,1,0,90,78,73,80.33,1,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
5,2,2,3,1,71,77,67,71.67,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,2,0,0,2,51,44,42,45.67,4,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True
6,2,2,3,0,55,55,45,51.67,4,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
0,1,1,3,1,60,58,57,58.33,4,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
5,3,1,2,2,67,84,85,78.67,2,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
2,3,2,1,0,90,87,90,89.0,1,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
0,1,2,2,2,42,63,60,55.0,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
5,2,2,1,0,63,55,56,58.0,4,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False
1,3,2,1,0,56,67,68,63.67,3,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
3,2,2,0,1,85,97,92,91.33,0,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
5,3,1,1,3,56,59,54,56.33,4,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
5,1,2,3,1,73,79,72,74.67,2,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
5,0,1,3,0,56,66,59,60.33,3,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
1,3,1,1,0,52,64,55,57.0,4,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
4,3,2,1,0,54,70,71,65.0,3,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
6,3,2,1,0,64,59,58,60.33,3,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False
4,2,2,4,0,79,83,86,82.67,1,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
5,3,2,3,1,85,81,85,83.67,1,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False
4,3,2,2,0,75,89,86,83.33,1,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
6,3,2,2,1,54,70,67,63.67,3,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
5,2,2,7,0,99,87,86,90.67,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
2,2,1,2,0,42,55,52,49.67,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
0,3,2,3,0,78,74,72,74.67,2,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
3,3,1,1,1,68,87,79,78.0,2,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
